"name","addr:district","longitude","latitude"
"Maharaja Agarsen General Hospital","Sri Ganganagar","73.890115","29.912891"
"Santosh Hospital","Sri Ganganagar","73.8908258","29.91587080000001"
"Verma Hospital","Sri Ganganagar","74.1752248","29.90676089999999"
"Dr. Mani Ram Swami Memorial Hospital","Sri Ganganagar","73.8986535","29.317376200000005"
"Dr. Parveen Bishnoi","Sri Ganganagar","73.8956803","29.917794"
"Swami Hospital","Hanumangarh","74.7656904","29.175961500000003"
"Dr. Sandeep Sihag","Hanumangarh","74.3351877","29.576338599999996"
"Nagpal Eye and ENT Hospital","Hanumangarh","74.290898","29.605957000000004"
"Vardhman Eye Hospital","Hanumangarh","74.4591842","29.76643990000001"
"Minakshi Hospital and Maternity Centre","Hanumangarh","74.2858153","29.614414399999994"
"Dr. Gopal Godara Surgical and Maternity Hospital","Hanumangarh","74.7728352","29.18825809999999"
"Balaji Hospital","Hanumangarh","75.16079560000001","29.1042737"
"Safe Care Hospital","Hanumangarh","74.4061165","29.271512600000005"
"Dhingra Hospital","Hanumangarh","74.297091","29.609867999999995"
"Max Hospital","Hanumangarh","75.170018","29.106478399999993"
"Dr. Phool Mohmmad Clinic","Hanumangarh","75.1697455","29.1041437"
"SLG Hospital","Hanumangarh","74.3366314","29.577802499999994"
"Nehra Nursing Home","Hanumangarh","75.1659217","29.105537999999992"
"Electrohomiopathy Clinic","Hanumangarh","74.4082128","29.265271300000002"
"Mahaveer Hospital & Maternity Centre","Hanumangarh","74.3183139","29.590831"
"Navratan Child Hospital","Hanumangarh","74.291995","29.60616500000001"
"J.C. Aseri Memorial Hospital","Hanumangarh","74.0714663","29.483996099999995"
"Soni Hospital","Hanumangarh","74.7661709","29.1889751"
"Dr. S. L. Pareek","Hanumangarh","74.338627","29.576736"
"Rita Sethi Hospital","Hanumangarh","74.3253794","29.580808"
"Bombay Skin Hospital","Hanumangarh","74.7676487","29.19059729999999"
"Shri Shyam Physiotherapy Clinic","Hanumangarh","75.170032","29.101310000000005"
"Dr. Bhal Godara","Hanumangarh","75.267605","29.175946000000003"
"Shri Baba Ji Multispeciality Hospital","Hanumangarh","74.7728461","29.1818375"
"Navjeevan Physiotherapy Clinic","Hanumangarh","74.0744761","29.485576799999993"
"Dr. Gotam Swami","Hanumangarh","74.7773764","29.1827883"
"Dr. Gurtej Clinic","Hanumangarh","74.0778386","29.485749800000004"
"Batra Hospital","Hanumangarh","74.300316","29.60669"
"Eye Care Centre","Hanumangarh","74.7666721","29.181668999999996"
"Chhabra Hospital and Maternity Home","Hanumangarh","74.3227637","29.578696199999996"
"Surana Nursing Home","Hanumangarh","75.1652167","29.1015497"
"Jaipur Hospital","Hanumangarh","74.2921047","29.605934800000004"
"Beniwal Eye Hospital","Hanumangarh","74.7720295","29.185066200000005"
"Aaditya Hospital","Hanumangarh","74.3253787","29.569496700000002"
"Rathore Hospital","Hanumangarh","74.3202698","29.590145000000003"
"ESI Hospital No 1",NULL,"73.3148338","25.7932115"
"Delhi Hospital","Hanumangarh","74.7675046","29.188711299999994"
"Charitable Hospital","Hanumangarh","74.7665634","29.183665099999995"
"Narang Clinic","Hanumangarh","74.0793978","29.485764400000008"
"Dr. Bhambhu Hospital","Hanumangarh","74.77202010000002","29.184988700000005"
"Garg Hospital & Maternity Home","Hanumangarh","74.285995","29.610760700000004"
"Purohit Medicose","Bikaner","73.4720313","27.557407399999995"
"Chandigarh Hospital","Hanumangarh","74.2941101","29.6064755"
"Jotwani Hospital and Ultrasound Centre","Hanumangarh","75.16345630000002","29.101587099999996"
"Saini Hospital","Hanumangarh","74.3256013","29.569257499999996"
"Navjivan Hospital","Hanumangarh","75.1712327","29.107365099999996"
"Gupta Hospital","Hanumangarh","74.3202566","29.589694799999997"
"Dr. Nandlal Hospital","Hanumangarh","75.1665631","29.103323599999992"
"Up Swasthya Kendra","Hanumangarh","74.3195862","29.625176799999995"
"Dr. Ramesh Beniwal Hospital","Hanumangarh","74.3367982","29.578645499999993"
"Ganga Nursing Home","Hanumangarh","74.7690132","29.186535"
"Government Hospital","Hanumangarh","74.766021","29.1801597"
"Dr. Jagtar Singh Khosa","Hanumangarh","74.3349011","29.577046799999998"
"Active Physiotherapy Centre","Hanumangarh","74.406098","29.260681"
"Sharma Nursing Home","Hanumangarh","74.29804","29.6086223"
"Jaipur Hospital, Nohar","Hanumangarh","74.77204260000002","29.185168"
"Setia E.N.T Hospital","Hanumangarh","74.3190164","29.590222999999995"
"Dr. Sameer Saharan","Hanumangarh","74.3228788","29.5726242"
"Chandigarh Homeopathic Clinic","Hanumangarh","74.3262874","29.577707300000004"
"Shivam Life Care","Hanumangarh","74.269664","29.61175"
"Kaswan Clinic","Hanumangarh","75.1929197","29.2123701"
"Bansal Nursing Home","Hanumangarh","74.2922302","29.6066981"
"Sri Kanha Ram Saharan Memorial Trauma & Multispeciality Hospital","Hanumangarh","74.3354533","29.575908300000002"
"Mahadevi Hospital","Hanumangarh","74.3218204","29.5872063"
"Beniwal Hospital","Hanumangarh","75.1771897","29.109814899999996"
"Dr. Kuldeep Bhargav","Hanumangarh","75.170939","29.099712000000007"
"City Eye and Surgical Hospital","Hanumangarh","74.7679438","29.188687899999994"
"Dr. Brajesh Gaur Clinic","Hanumangarh","74.3367002","29.577946800000003"
"Arogya Orthopaedic Hospital","Hanumangarh","74.7754472","29.187737999999992"
"Satlera Hospital","Bikaner","74.1172439","28.076258699999997"
"Global Hospital and Research Centre","Bikaner","73.327816","28.045592999999993"
"Goodwill Eye & General Hospital","Bikaner","73.3297509","28.000304199999995"
"Apple Children Hospital","Bikaner","73.295303","28.020013000000002"
"Gurunanak Children Hospital","Hanumangarh","74.3355711","29.5762838"
"Dhanvantari Hospital","Bikaner","73.7387545","28.4882988"
"Marothi Clinic","Bikaner","73.4738952","27.5565283"
"Surana Nursing Home","Bikaner","73.4725798","27.5591689"
"Government Eye Hospital","Bikaner","74.0168953","28.097964299999994"
"Bafna Clinic","Bikaner","73.3010771","27.9829047"
"Bhiwani Hospital","Bikaner","73.345233","28.002045399999997"
"Dawar Eye Hospital","Ganganagar","73.8865386","29.918075499999993"
"Sihag Hospital","Ganganagar","73.8798689","29.915894"
"Primary Health Center",NULL,"73.4456605","29.891170399999996"
"BSF Hospital","Jodhpur","73.0442989","26.333187"
"Jyoti Hospital",NULL,"75.7375592","26.9578577"
"Government Hospital, Nimbol","Pali","73.8463076","26.300165299999993"
"Government Hospital Ranoli","Sikar","75.302616","27.528671999999997"
"Ojas Ayurvedic Chikitsalay","Sri Ganganagar","73.8655466","29.9197719"
"Prakash Hospital","Dausa","76.3630901","26.9043501"
"Aastha Dama Hospital","Jaipur","75.943903","27.087343999999995"
"dhukia hospital",NULL,"75.3734958","28.114355600000003"
"Ramanji Hospital","Jaipur","75.8555926","26.803183599999993"
"Dr. P L Clinic","Jaipur","75.7795632","26.866167499999996"
"Primary Health Centre Dhananwa",NULL,"74.5529222","27.15119599999999"
"Getwell ortho",NULL,"75.8530763","25.1257326"
"Getwell ortho & dentist",NULL,"75.8535375","25.1261693"
"Dr Praveen Sharma",NULL,"74.5023988","28.433460299999997"
"Govt Clinic",NULL,"75.8511647","25.126776900000003"
"Shri Shyam Hospital",NULL,"75.7692136","26.979258300000005"
NULL,NULL,"74.6823549","25.385421799999996"
"GBH American Hospital",NULL,"73.6963851","24.591546899999997"
"Eye Hospital Pani Darwaja","Pali","73.32413210000001","25.779255999999993"
"Chaudhary X-Ray Point",NULL,"73.8788118","29.918615299999992"
"Praja Devi Hospital",NULL,"73.8701695","29.92533999999999"
"Apex Hospitals Pvt Ltd","Jaipur","75.8252712","26.854750599999992"
"Mahadeo Singhi Eye Hospital","Jhunjhunu","75.6068123","28.3586577"
"Vedhwal",NULL,"75.6048436","28.359835500000003"
"Birala",NULL,"75.6046858","28.358779600000002"
"Chandni Hospital","Kota","75.8386642","25.142263900000003"
NULL,NULL,"75.7605386","26.9604096"
NULL,NULL,"75.6514793","27.250718399999997"
"arogya hospital",NULL,"76.3405962","26.546576600000005"
"mannat",NULL,"75.1421332","27.6250735"
"Govt. sk hospital",NULL,"75.141757","27.626667199999993"
"Neelam Medical Store",NULL,"75.6986625","27.334443399999998"
"Lakshya Hospital",NULL,"75.7027513","27.330702300000002"
"Agarwal Medicose",NULL,"75.6986671","27.334428899999992"
"ए एस जी आखोँ का अस्पताल",NULL,"72.9901238","26.266734799999995"
NULL,NULL,"74.6839031","26.457411499999996"
"Jagadamba medical store",NULL,"73.2041083","29.185101900000003"
"jaipur dental hospital",NULL,"75.8077715","26.918564400000008"
NULL,NULL,"77.0259917","26.492724999999997"
NULL,NULL,"77.5253017","27.1959717"
"Sawai Man Singh Hospital, Jaipur","Jaipur","75.8161049","26.906015899999996"
"SMS Trauma Center",NULL,"75.8146282","26.907339999999998"
"Akashdeep House 8A",NULL,"73.2879926","29.133316399999995"
NULL,NULL,"75.792605","26.875564"
"SP Med. College's Diagnostics",NULL,"73.3303338","28.0068594"
"Piyush Ayurvedic, achaleshwar market",NULL,"73.0279302","26.284529300000003"
"Anjali Acupressure Treatment & Yoga Center | Anjali Yoga Center | Yoga classes in Jaipur",NULL,"75.8394878","26.938612199999994"
"HOspital Kavatai",NULL,"75.7847819","26.9343312"
"Face kraft - Centre for advanced dentistry",NULL,"75.8086772","26.8589685"
"Dr. Ramani's Dental Practice",NULL,"75.8101422","26.891872099999997"
"MAI KHADIJA HOSPITAL",NULL,"72.9868457","26.273205"
"Sanjavani hospital",NULL,"75.7918159","26.931796000000002"
NULL,NULL,"73.0088029","26.2338949"
"Eternal Heart Care Center",NULL,"75.8058755","26.840168699999996"
"Opera Hospital & RC",NULL,"75.8440143","25.140969900000005"
"Government Hospital Sarwar","Ajmer","75.0095393","26.0596262"
"Aravali Hospital","Udaipur","73.6706907","24.5848618"
"Madan Mohan Malvia Government Ayurveda College and Hospital, Udaipur","Udaipur","73.6795457","24.588556999999998"
"Pooja Surgical Hospital",NULL,"73.7155067","23.856941199999998"
"Mathura Das Mathur Government Hospital Blood Bank","Jodhpur","73.0091406","26.266022200000002"
"JNU Hospital and Medical College",NULL,"75.8769124","26.855387700000005"
NULL,NULL,"76.3688013","26.017051399999996"
"Asopa Hospital","Jaipur","75.7414192","26.891564400000004"
"Shalby Multi-Specialty Hospital, Jaipur",NULL,"75.7292121","26.9034734"
"Goyal Hospital and Research Centre","Jodhpur","73.0081716","26.272392899999996"
"Shri Ram Hospital",NULL,"73.0389769","26.310371099999998"
"CHANDRA BHUSAN HOSPITAL","Jodhpur","73.0381205","26.309576799999995"
"Sharad Hospital","Jaipur","75.7640308","26.894498299999995"
"R.P. Memorial Hospital","Jaipur","75.8305617","26.8880586"
"R.A.G. Hospital","Jaipur","75.7702032","26.867519900000005"
"Sharma Orthopaedic Centre and Hospital","Sikar","75.149195","27.60287449999999"
"Shantiraj Hospital Pvt Ltd","Udaipur","73.69654250000002","24.553245699999998"
"Sharma Hospital, Jaipur","Jaipur","75.8245965","26.9068181"
"Sheela Hospital","Churu","74.9701363","28.2926979"
"R.G.S Eye Centre and Retina Foundation","Jaipur","75.8017749","26.8525438"
"Shastri Nursing Home","Sawai Madhopur","76.7266169","26.470783799999996"
"Sharma Nursing Home, Chittorgarh","Chittorgarh","74.3943102","24.3839564"
"Sharma Hospital","Rajsamand","73.8852179","25.054369400000002"
"Bani Park Hospital","Jaipur","75.788056","26.9245242"
"Dr R K Sharma","Alwar","76.6159862","27.579290399999998"
"K.M.S.Hospital","Jaipur","75.8208033","26.895329900000004"
"K.K. Hospital","Alwar","76.6044364","27.5573979"
"K.S Chaudhary Hospital","Jaipur","75.7532983","27.059075100000005"
"Anurag Hospital and Research Centre","Kota","75.8397899","25.1342902"
"Arora Hospital","Bharatpur","77.5058453","27.217532399999993"
"Arihant Hospital","Alwar","76.6119254","27.573515499999992"
"Archana Hospital","Jaipur","75.7986467","26.8189131"
"Anurag Nursing Home, Mansarovar","Jaipur","75.7549683","26.862032199999998"
"Apaji Arogya Mandir","Jaipur","75.8790573","26.3994906"
"Anita Maternity Home","Jaipur","75.8053221","26.84792879999999"
"Anshu Hospital","Jaipur","75.8079158","26.8873756"
"Anil Orthopaedic and Trauma Hospital","Udaipur","73.72245","24.582638499999998"
"Anand Hospital and Maternity Home","Banswara","74.4490202","23.553154299999996"
"Anil Hospital","Jaipur","75.8238333","26.907595500000003"
"Anita Children's Hospital","Jaipur","75.7448383","26.896294799999996"
"Anand Maternity Hospital","Jaipur","75.7478651","26.944793"
"Anand Eye Hospital","Jaipur","75.7963179","26.908158799999995"
"Amar Medical and Research Centre","Jaipur","75.7577665","26.8681845"
"dr. c.s saini",NULL,"75.1560476","27.6250417"
"Amodh Hospital","Jaipur","75.8322018","26.897763500000003"
"Anandam Ent Hospital","Kota","75.8509344","25.1532531"
"Amarnath Allergy And General Hospital","Jaipur","75.7926258","26.862078299999997"
"Amar Jain Hospital","Jaipur","75.821414","26.9204054"
"Amar Ashish Hospital","Udaipur","73.69231","24.590761599999997"
"Alwar Hospital and Research Centre","Alwar","76.6174373","27.5389856"
"Seth Anandram Jaipuria Hospital","Jhunjhunu","75.2639785","27.849430799999997"
"Satyam Hospital and Research Centre","Jodhpur","73.02282800000002","26.2743363"
"Satyam Hospital, Jaipur","Jaipur","75.2363156","26.875771399999994"
"Satellite Hospital, Sethi Colony , JAIPUR","Jaipur","75.8416218","26.902104899999994"
"R.D. Mittal Hospital","Ajmer","74.8603463","26.588265699999997"
"Smt Sheela Goyal Memorial Heart and General Hospital","Churu","74.9761842","28.2945923"
"Raj Girish Hospital","Karauli","77.0344779","26.734643199999994"
"Raj Hospital, Jaipur","Jaipur","75.7741803","26.815538499999995"
"Radhe Krishna Hospital","Bhilwara","74.6466832","25.3583861"
"Dr Roy Chowdary's Institute Of Urology","Jaipur","75.7969281","26.901251000000002"
"Raj Hospital and Fracture Clinic","Jhunjhunu","75.8344911","28.095146299999996"
"Raahat Hospital and Dental Centre","Alwar","76.8389784","28.2122886"
"Radha Nursing Home, Jotwara","Jaipur","75.7357603","26.9460902"
"Raahat Hospital","Udaipur","73.6923556","24.5941584"
"R.K.Yadav Memorial Hospital","Jaipur","75.7426026","26.921519899999996"
"R.K.Hospital and Infertility Centre, Udaipur","Udaipur","73.694154","24.591690199999995"
"R.K. Hospital","Ajmer","74.6268037","26.49257860000001"
"R.K. Eye and General Hospital","Tonk","75.9241828","26.3590087"
"J P Eye Hospital, Jaipur","Jaipur","75.7987918","26.8815962"
"J K Lone Mother and Child Hospital","Kota","75.85612310000002","25.196844999999996"
"Alwar Eye Hospital","Alwar","76.614602","27.574969299999996"
"Alok Hospital","Kota","75.8512937","25.1530787"
"Shubham Hospital and Maternity Centre","Jaipur","75.76399460000002","26.942106700000004"
"J. K. Loan Hospital","Jaipur","75.81771740000002","26.9014055"
"International Fertility and Health Care Centre","Jaipur","75.8109118","26.8973018"
"J K Maternity and Nursing Home","Jodhpur","73.0117652","26.279870900000002"
"J. N. Mishra Memorial Hospital","Jaipur","75.743105","26.919455399999993"
"J.K.Hospital and Research Centre","Udaipur","73.6989014","24.588478599999995"
"J.L.N.Medical College and Hospital,Ajmer","Ajmer","74.6363519","26.467316100000005"
"Indu Hospital","Jhunjhunu","75.4065594","28.127427600000004"
"Indowestern Brain and Spine Hospital","Jaipur","75.8002755","26.8917103"
"Holy Mahadev Hospital","Jhunjhunu","75.650344","28.24644139999999"
"Harish Hospital, Alwar","Alwar","76.6141891","27.577640499999998"
"Supreme Hospital","Alwar","76.6104984","27.5702439"
"Holy Family Hospital, Jaipur","Jaipur","75.8243215","26.893588099999995"
"Hi Tech Hospital, Jaipur","Jaipur","75.7717831","26.8402031"
"Vajayanti Hospital and Research Centre","Alwar","76.6051552","27.5630226"
"Holy Family Hospital","Kota","75.8837016","25.177480799999998"
"Heart and General Hospital","Jaipur","75.8108716","26.9086623"
"Hi-Tech Hospital","Alwar","76.6129178","27.573503599999995"
"Vandana Hospital and Fracture Clinic","Bharatpur","77.5054764","27.205271699999997"
"Vardhman Hospital, Jaipur","Jaipur","75.7694166","26.8940283"
"Hari Dev Joshi General Hospital","Dungarpur","73.7109929","23.859207099999992"
"Upchar Hospital and Diagonstic Centre","Ajmer","74.8617133","26.581839499999994"
"Health Hospital","Jaipur","75.7792993","26.8784928"
"Uniara Hospital","Jaipur","75.8178108","26.897942699999994"
"Ayurvedic hostel",NULL,"75.9787179","27.408562599999996"
"Upasana Jeevan Raksha Hospital","Dungarpur","73.7173073","23.8446421"
"Harsh Piles Chikitsa Kendra","Udaipur","73.727168","24.578360799999995"
"Tyagi Eye Hospital","Jaipur","75.7516079","26.900325099999996"
"Hari Ram Hospital","Alwar","76.8100266","28.200514999999996"
"Maitri Hospital, Kota","Kota","75.8524752","25.1488925"
"J.D.Bagree Institute Of Surgical Sciences","Bikaner","73.336192","28.004729100000002"
"H.N.Hospital","Churu","74.9647607","28.299753199999998"
"Haldi Ram Moolchand Hospital","Bikaner","73.3300227","28.011243999999998"
"Pannadhaya Hospital","Udaipur","73.6933881","24.589101100000004"
"Govt. B D M Hospital","Jaipur","76.1905611","27.701967299999996"
"Gupta Nursing Home, Ganganagar","Ganganagar","73.8846177","29.918157599999997"
"Rajdhani Hospital and Maternity Home, Dausa","Dausa","76.3508243","26.9029154"
"Bhardwaj Orthopaedic Hospital","Bhilwara","74.6501724","25.3573467"
"Kala Endoscopy and Liver Clinic","Jodhpur","72.9873383","26.271044299999993"
"Kalpana Nursing Home, Kota","Kota","75.83979250000002","25.13501"
"Kalpana Nursing Home, Udaipur","Udaipur","73.6974451","24.5980788"
"Kalptaru Hospital","Udaipur","73.7272646","24.558738500000004"
"acharya memorial hospital",NULL,"76.3566695","26.026722900000003"
"Kalyan Hospital, Alwar","Alwar","76.616642","27.57998699999999"
"Kalyani Eye Hospital","Bhilwara","74.6406694","25.358241099999997"
"Kalra Health Care Pvt Ltd","Bikaner","73.3338073","27.9998083"
"Rajesh Hospital, Alwar","Alwar","76.6040895","27.548019999999998"
"Ashok Hospital and Research Center","Jaipur","75.6999376","26.872458700000003"
"Kalsi Hospital","Bharatpur","77.48043","27.210081899999995"
"Kamla Nursing Home","Alwar","76.6040906","27.559216000000003"
"Kamdar Children Hospital","Jaipur","75.7780299","26.905506799999998"
"Navjeevan Hospital, Dausa","Dausa","76.3300805","26.5570005"
"Bhandari Children Hospital","Udaipur","73.6991242","24.5915073"
"Getwell Poly Clinic and Hospital","Jaipur","75.8167071","26.902254999999993"
"Advanced Heart Care Center",NULL,"75.8034563","26.8676258"
"Bharat Hospital","Ajmer","74.6449569","26.481325499999997"
"Bhandari Clinic","Jodhpur","73.0178833","26.284202199999992"
"Bharadwaj Hospital","Jaipur","75.5439261","26.8216987"
"Bhansali Hospital & Research Centre","Bhilwara","74.6476699","25.358337999999996"
"Bhandari Hospital and Research Centre","Jaipur","75.7937336","26.8636395"
"Bharat Chikitsa Seva Sadan","Kota","75.8534744","25.175067999999996"
"Bhargav Hospital","Jhalawar","76.17157370000001","24.54426859999999"
"Bhaskar Hospital","Jalore","72.275582","25.0019509"
"Shree Ram Health Care Center",NULL,"75.727223","27.292824000000003"
"Bhaskar Hospital and Research Center Pvt Ltd","Nagaur","73.7216735","27.203142599999996"
"Bhatnagar Nursing and Maternity Home","Banswara","74.4350673","23.5463422"
"Bhiwani Eye Care Centre","Jaipur","75.8257002","26.9025702"
"Bikaner Eye Hospital and Research Centre","Bikaner","73.3133031","28.010355999999998"
"Bony Baby Clinic and Daignostic Centre","Banswara","74.442662","23.5528027"
"Gattani Hospital","Udaipur","73.70107140000002","24.588504999999998"
"Bombay Hospital","Hanumangarh","74.298331","29.608706200000004"
"Bikaner Sishu Hospital","Ganganagar","73.8805595","29.917933300000005"
"C.B.L. Memorial Holy Family Hospital","Jaipur","75.7810803","26.938891799999997"
"Bundi Hospital and Research Centre","Bundi","75.6408678","25.434916999999995"
"Dr Satish Chandra Mathur","Jaipur","75.7916602","26.864051099999998"
"J.S.Mahila and General Hospital and Research Centre","Jaipur","75.7259669","27.15357"
"Government General Hospital, Sawai Madhopur","Sawai Madhopur","76.3639777","25.9928238"
"C.K.R.D Memorial Hospital and Research Institute","Jhunjhunu","75.387226","28.118588799999994"
"J.B.Hospital","Udaipur","73.7185433","24.5600339"
"Centre For Sight, Jodhpur","Jodhpur","73.0075863","26.276088999999995"
"Centre For Sight","Jaipur","75.8081784","26.8593131"
"Government Dental College and Hospital, Jaipur","Jaipur","75.7929099","26.9378"
"Dr.Kshetrapal Eye Hospital and Lasik Laser Centre","Ajmer","74.63878500000001","26.4636654"
"Janani Hospital","Chittorgarh","74.6255001","24.8880351"
"Janki Devi Madan Nursing Home","Dausa","76.5730199","27.043620299999997"
"Jain Surgical Hospital","Kota","75.823954","25.134322000000004"
"Jaipur Fertility Centre","Jaipur","75.7881075","26.935464399999997"
"Zanana Hospital","Jaipur","75.80662700000002","26.926369799999996"
"Jaipur Calgary Eye Hospital","Jaipur","75.8222223","26.8559437"
"Jain Hospital, Jaipur","Jaipur","75.8372819","26.8968605"
"Jain Nursing Home, Jaipur","Jaipur","75.8030704","26.947494899999995"
"Jaipur Mother and Child Hospital","Ganganagar","73.8743075","29.9205948"
"Jaiswal Hospital and Neuro Institute","Kota","75.853343","25.1506019"
"Jain Hospital, Hanumangarh","Hanumangarh","74.3221557","29.58370800000001"
